,RefId,ExecutableType,ObjectName,componentClassID,contactInfo,description,name,SqlTaskData,File_path
1621,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ConditionalSplit,Conditional Split;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Routes data rows to different outputs depending on the content of the data. Use conditions (SSIS expressions) to specify which rows are routed. For example, separate records that need to be cleaned from those that are ready to be loaded or route only a subset of records.",Conditional Split,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1622,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.DerivedColumn,Derived Column;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Creates new column values by applying expressions to transformation input columns. Create new columns or overwrite existing ones. For example, concatenate the values from the 'first name' and 'last name' column to make a 'full name' column.",DC - Rejection Columns,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1623,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - Landing,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1624,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - RejectionLog,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1625,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ManagedComponentHost,"Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.;Microsoft Corporation; Microsoft SQL Server; Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;12","Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.",SC - Derive ErrorColumnDesription and ErrorDescription,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1626,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Attunity.SSISODBCSrc,,ODBC Source,SRC - Data Lake Table,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1627,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",Union All,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1628,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",UnionAll - All the error records,,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1629,Package\Landing - Data Load\SQL - Begin Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Landing Audit Log,,,,,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",DataLakeHRISToBase_PER_PERSON_TYPES_B0
1630,Package\Landing - Data Load\SQL - End Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - End Landing Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",DataLakeHRISToBase_PER_PERSON_TYPES_B0
1631,Package\Landing - Data Load\SQL - Insert Count,Microsoft.ExecuteSQLTask,SQL - Insert Count,,,,,User::vLandingCountQuery,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1632,Package\Landing - Data Load\SQL - Truncate Landing Table,Microsoft.ExecuteSQLTask,SQL - Truncate Landing Table,,,,,User::vLandingTruncateQuery,DataLakeHRISToBase_PER_PERSON_TYPES_B0
1633,Package\Landing - Data Load\SQL - Update RowHash Column in Landing Table,Microsoft.ExecuteSQLTask,SQL - Update RowHash Column in Landing Table,,,,,"UPDATE target
SET target.RowHash = src.RowHash
FROM 
(SELECT [person_type_id],
HASHBYTES('MD5',
(SELECT [person_type_id]
      ,[business_group_id]
      ,[active_flag]
      ,[default_flag]
      ,[system_person_type]
      ,[user_person_type]
      ,[seeded_person_type_key]
      ,[zd_edition_name]
 FOR XML RAW)) AS RowHash
FROM [dbo].PER_PERSON_TYPES_B0Landing l)src
JOIN [dbo].PER_PERSON_TYPES_B0Landing TARGET ON src.[person_type_id] = TARGET.[person_type_id]

SELECT @@ROWCOUNT AS UpdateCount;",DataLakeHRISToBase_PER_PERSON_TYPES_B0
1634,Package,Microsoft.Package,PER_PHONES_B0,,,,,,DataLakeHRISToBase_PER_PHONES_B0
1635,Package\Base - Data Load,STOCK:SEQUENCE,Base - Data Load,,,,,,DataLakeHRISToBase_PER_PHONES_B0
1636,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - Base Table,,DataLakeHRISToBase_PER_PHONES_B0
1637,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",Row Count,,DataLakeHRISToBase_PER_PHONES_B0
1638,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.OLEDBSource,OLE DB Source;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;7,OLE DB Source,SRC - Landing Table,,DataLakeHRISToBase_PER_PHONES_B0
1639,Package\Base - Data Load\SQL - Begin Base Load Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Base Load Audit Log,,,,,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",DataLakeHRISToBase_PER_PHONES_B0
1640,Package\Base - Data Load\SQL - End Audit Log,Microsoft.ExecuteSQLTask,SQL - End Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?,?
GO",DataLakeHRISToBase_PER_PHONES_B0
1641,Package\Base - Data Load\SQL - Soft Delete records,Microsoft.ExecuteSQLTask,SQL - Soft Delete records,,,,,"DELETE FROM base
FROM dbo.[PER_PHONES_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PER_PHONES_B0Landing] landing
    WHERE base.phone_id = landing.phone_id
);

SELECT @@ROWCOUNT AS DeleteCount ;",DataLakeHRISToBase_PER_PHONES_B0
1642,Package\Base - Data Load\SQL - Source Count,Microsoft.ExecuteSQLTask,SQL - Source Count,,,,,User::vLandingCountQuery,DataLakeHRISToBase_PER_PHONES_B0
1643,Package\Base - Data Load\SQL - Update modified records,Microsoft.ExecuteSQLTask,SQL - Update modified records,,,,,"UPDATE base
   SET base.[phone_id] =			 landing.phone_id,
      base.[date_from] =			 landing.date_from,
      base.[date_to] =				 landing.date_to, 
      base.[phone_type] =			 landing.phone_type, 
      base.[phone_number] =			 landing.phone_number, 
      base.[parent_id] =			 landing.parent_id, 
      base.[parent_table] =			 landing.parent_table,
      base.[attribute_category] =	 landing.attribute_category,
      base.[attribute1] =			 landing.attribute1,
      base.[attribute2] =			 landing.attribute2,
      base.[attribute3] =			 landing.attribute3,
      base.[attribute4] =			 landing.attribute4,
      base.[attribute5] =			 landing.attribute5,
      base.[attribute6] =			 landing.attribute6,
      base.[attribute7] =			 landing.attribute7,
      base.[attribute8] =			 landing.attribute8,
      base.[attribute9] =			 landing.attribute9,
      base.[attribute10] =			 landing.attribute10,
      base.[attribute11] =			 landing.attribute11,
      base.[attribute12] =			 landing.attribute12,
      base.[attribute13] =			 landing.attribute13,
      base.[attribute14] =			 landing.attribute14,
      base.[attribute15] =			 landing.attribute15,
      base.[attribute16] =			 landing.attribute16,
      base.[attribute17] =			 landing.attribute17,
      base.[attribute18] =			 landing.attribute18,
      base.[attribute19] =			 landing.attribute19,
      base.[attribute20] =			 landing.attribute20,
      base.[attribute21] =			 landing.attribute21,
      base.[attribute22] =			 landing.attribute22,
      base.[attribute23] =			 landing.attribute23,
      base.[attribute24] =			 landing.attribute24,
      base.[attribute25] =			 landing.attribute25,
      base.[attribute26] =			 landing.attribute26,
      base.[attribute27] =			 landing.attribute27,
      base.[attribute28] =			 landing.attribute28,
      base.[attribute29] =			 landing.attribute29,
      base.[attribute30] =			 landing.attribute30,
      base.[created_by] =			 landing.created_by, 
      base.[creation_date] =		 landing.creation_date,
      base.[last_updated_by] =		 landing.last_updated_by,
      base.[last_update_date] =		 landing.last_update_date,
      base.[last_update_login] =	 landing.last_update_login,
      base.[object_version_number] = landing.object_version_number,
      base.[party_id] =				 landing.party_id, 
      base.[validity] =				 landing.validity, 
      base.[datalakeinserttime] =	 landing.datalakeinserttime,
      base.[RowHash] =				 landing.RowHash,
      base.[BaseCreatedDate] =		 GETDATE(),
      base.[BaseCreatedBy] =		 suser_sname()
FROM [HR_Base].dbo.[PER_PHONES_B0] base
JOIN [HR_Landing].dbo.[PER_PHONES_B0Landing] landing ON base.phone_id = landing.phone_id
WHERE base.RowHash != landing.RowHash;

SELECT @@ROWCOUNT AS UpdateCount;",DataLakeHRISToBase_PER_PHONES_B0
1644,Package\Landing - Data Load,STOCK:SEQUENCE,Landing - Data Load,,,,,,DataLakeHRISToBase_PER_PHONES_B0
1645,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",CNT - Reject Count,,DataLakeHRISToBase_PER_PHONES_B0
1646,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ConditionalSplit,Conditional Split;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Routes data rows to different outputs depending on the content of the data. Use conditions (SSIS expressions) to specify which rows are routed. For example, separate records that need to be cleaned from those that are ready to be loaded or route only a subset of records.",Conditional Split,,DataLakeHRISToBase_PER_PHONES_B0
1647,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.DerivedColumn,Derived Column;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Creates new column values by applying expressions to transformation input columns. Create new columns or overwrite existing ones. For example, concatenate the values from the 'first name' and 'last name' column to make a 'full name' column.",DC - Rejection Columns,,DataLakeHRISToBase_PER_PHONES_B0
1648,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - Landing,,DataLakeHRISToBase_PER_PHONES_B0
1649,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - RejectionLog,,DataLakeHRISToBase_PER_PHONES_B0
1650,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ManagedComponentHost,"Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.;Microsoft Corporation; Microsoft SQL Server; Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;12","Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.",SC - Derive ErrorColumnDesription and ErrorDescription,,DataLakeHRISToBase_PER_PHONES_B0
1651,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Attunity.SSISODBCSrc,,ODBC Source,SRC - Data Lake Table,,DataLakeHRISToBase_PER_PHONES_B0
1652,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",Union All,,DataLakeHRISToBase_PER_PHONES_B0
1653,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",Union All Error Records,,DataLakeHRISToBase_PER_PHONES_B0
1654,Package\Landing - Data Load\SQL - Begin Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Landing Audit Log,,,,,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",DataLakeHRISToBase_PER_PHONES_B0
1655,Package\Landing - Data Load\SQL - End Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - End Landing Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?,?
GO",DataLakeHRISToBase_PER_PHONES_B0
1656,Package\Landing - Data Load\SQL - Insert Count,Microsoft.ExecuteSQLTask,SQL - Insert Count,,,,,User::vLandingCountQuery,DataLakeHRISToBase_PER_PHONES_B0
1657,Package\Landing - Data Load\SQL - Truncate Landing Table,Microsoft.ExecuteSQLTask,SQL - Truncate Landing Table,,,,,User::vLandingTruncateQuery,DataLakeHRISToBase_PER_PHONES_B0
1658,Package\Landing - Data Load\SQL - Update RowHash Column in Landing Table,Microsoft.ExecuteSQLTask,SQL - Update RowHash Column in Landing Table,,,,,"UPDATE target
SET target.RowHash = src.RowHash
FROM 
(SELECT [phone_id],
HASHBYTES('MD5',
(SELECT  [phone_id]
		, [date_from]
		, [date_to]
		, [phone_type]
		, [phone_number]
		, [parent_id]
		, [parent_table]
		, [attribute_category]
		, [attribute1]
		, [attribute2]
		, [attribute3]
		, [attribute4]
		, [attribute5]
		, [attribute6]
		, [attribute7]
		, [attribute8]
		, [attribute9]
		, [attribute10]
		, [attribute11]
		, [attribute12]
		, [attribute13]
		, [attribute14]
		, [attribute15]
		, [attribute16]
		, [attribute17]
		, [attribute18]
		, [attribute19]
		, [attribute20]
		, [attribute21]
		, [attribute22]
		, [attribute23]
		, [attribute24]
		, [attribute25]
		, [attribute26]
		, [attribute27]
		, [attribute28]
		, [attribute29]
		, [attribute30]
		, [object_version_number]
		, [party_id]
		, [validity] FOR XML RAW)) AS RowHash
FROM [dbo].PER_PHONES_B0Landing l)src
JOIN [dbo].PER_PHONES_B0Landing TARGET ON src.[phone_id] = TARGET.[phone_id]

SELECT @@ROWCOUNT AS UpdateCount;",DataLakeHRISToBase_PER_PHONES_B0
1659,Package,Microsoft.Package,PER_QUALIFICATIONS_B0,,,,,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1660,Package\Base - Data Load,STOCK:SEQUENCE,Base - Data Load,,,,,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1661,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - Base Table,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1662,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",Row Count,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1663,Package\Base - Data Load\DFT - Load Base Table,Microsoft.Pipeline,DFT - Load Base Table,Microsoft.OLEDBSource,OLE DB Source;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;7,OLE DB Source,SRC - Landing Table,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1664,Package\Base - Data Load\SQL - Begin Base Load Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Base Load Audit Log,,,,,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1665,Package\Base - Data Load\SQL - End Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - End Landing Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1666,Package\Base - Data Load\SQL - Soft Delete records,Microsoft.ExecuteSQLTask,SQL - Soft Delete records,,,,,"DELETE FROM base
FROM dbo.[PER_QUALIFICATIONS_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PER_QUALIFICATIONS_B0Landing] landing
    WHERE base.[qualification_id] = landing.[qualification_id]
);

SELECT @@ROWCOUNT AS DeleteCount ;",DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1667,Package\Base - Data Load\SQL - Source Count,Microsoft.ExecuteSQLTask,SQL - Source Count,,,,,User::vLandingCountQuery,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1668,Package\Base - Data Load\SQL - Update modified records,Microsoft.ExecuteSQLTask,SQL - Update modified records,,,,,"UPDATE base
   SET base.[qualification_id]				= landing.qualification_id
      ,base.[business_group_id]				= landing.business_group_id
      ,base.[object_version_number]			= landing.object_version_number
      ,base.[person_id]						= landing.person_id
      ,base.[title]							= landing.title
      ,base.[grade_attained]				= landing.grade_attained
      ,base.[status]						= landing.status
      ,base.[awarded_date]					= landing.awarded_date
      ,base.[fee]							= landing.fee
      ,base.[fee_currency]					= landing.fee_currency
      ,base.[training_completed_amount]		= landing.training_completed_amount
      ,base.[reimbursement_arrangements]	= landing.reimbursement_arrangements
      ,base.[training_completed_units]		= landing.training_completed_units
      ,base.[total_training_amount]			= landing.total_training_amount
      ,base.[start_date]					= landing.start_date
      ,base.[end_date]						= landing.end_date
      ,base.[license_number]				= landing.license_number
      ,base.[expiry_date]					= landing.expiry_date
      ,base.[license_restrictions]			= landing.license_restrictions
      ,base.[projected_completion_date]		= landing.projected_completion_date
      ,base.[awarding_body]					= landing.awarding_body
      ,base.[tuition_method]				= landing.tuition_method
      ,base.[group_ranking]					= landing.group_ranking
      ,base.[comments]						= landing.comments
      ,base.[qualification_type_id]			= landing.qualification_type_id
      ,base.[attendance_id]					= landing.attendance_id
      ,base.[attribute_category]			= landing.attribute_category
      ,base.[attribute1]					= landing.attribute1
      ,base.[attribute2]					= landing.attribute2
      ,base.[attribute3]					= landing.attribute3
      ,base.[attribute4]					= landing.attribute4
      ,base.[attribute5]					= landing.attribute5
      ,base.[attribute6]					= landing.attribute6
      ,base.[attribute7]					= landing.attribute7
      ,base.[attribute8]					= landing.attribute8
      ,base.[attribute9]					= landing.attribute9
      ,base.[attribute10]					= landing.attribute10
      ,base.[attribute11]					= landing.attribute11
      ,base.[attribute12]					= landing.attribute12
      ,base.[attribute13]					= landing.attribute13
      ,base.[attribute14]					= landing.attribute14
      ,base.[attribute15]					= landing.attribute15
      ,base.[attribute16]					= landing.attribute16
      ,base.[attribute17]					= landing.attribute17
      ,base.[attribute18]					= landing.attribute18
      ,base.[attribute19]					= landing.attribute19
      ,base.[attribute20]					= landing.attribute20
      ,base.[last_update_date]				= landing.last_update_date
      ,base.[last_updated_by]				= landing.last_updated_by
      ,base.[last_update_login]				= landing.last_update_login
      ,base.[created_by]					= landing.created_by
      ,base.[creation_date]					= landing.creation_date
      ,base.[party_id]						= landing.party_id
      ,base.[professional_body_name]		= landing.professional_body_name
      ,base.[membership_number]				= landing.membership_number
      ,base.[membership_category]			= landing.membership_category
      ,base.[subscription_payment_method]	= landing.subscription_payment_method
      ,base.[qua_information_category]		= landing.qua_information_category
      ,base.[qua_information1]				= landing.qua_information1
      ,base.[qua_information2]				= landing.qua_information2
      ,base.[qua_information3]				= landing.qua_information3
      ,base.[qua_information4]				= landing.qua_information4
      ,base.[qua_information5]				= landing.qua_information5
      ,base.[qua_information6]				= landing.qua_information6
      ,base.[qua_information7]				= landing.qua_information7
      ,base.[qua_information8]				= landing.qua_information8
      ,base.[qua_information9]				= landing.qua_information9
      ,base.[qua_information10]				= landing.qua_information10
      ,base.[qua_information11]				= landing.qua_information11
      ,base.[qua_information12]				= landing.qua_information12
      ,base.[qua_information13]				= landing.qua_information13
      ,base.[qua_information14]				= landing.qua_information14
      ,base.[qua_information15]				= landing.qua_information15
      ,base.[qua_information16]				= landing.qua_information16
      ,base.[qua_information17]				= landing.qua_information17
      ,base.[qua_information18]				= landing.qua_information18
      ,base.[qua_information19]				= landing.qua_information19
      ,base.[qua_information20]				= landing.qua_information20
      ,base.[datalakeinserttime]			= landing.[datalakeinserttime]
      ,base.[RowHash]						= landing.[RowHash]
      ,base.[BaseCreatedDate]				= GETDATE()
      ,base.[BaseCreatedBy]					= suser_sname()
FROM [HR_Base].dbo.[PER_QUALIFICATIONS_B0] base
JOIN [HR_Landing].dbo.[PER_QUALIFICATIONS_B0Landing] landing ON base.[qualification_id] = landing.[qualification_id]
WHERE base.RowHash != landing.RowHash;

SELECT @@ROWCOUNT AS UpdateCount;",DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1669,Package\Landing - Data Load,STOCK:SEQUENCE,Landing - Data Load,,,,,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1670,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",CNT - Reject Count,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1671,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ConditionalSplit,Conditional Split;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Routes data rows to different outputs depending on the content of the data. Use conditions (SSIS expressions) to specify which rows are routed. For example, separate records that need to be cleaned from those that are ready to be loaded or route only a subset of records.",Conditional Split,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1672,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.DerivedColumn,Derived Column;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Creates new column values by applying expressions to transformation input columns. Create new columns or overwrite existing ones. For example, concatenate the values from the 'first name' and 'last name' column to make a 'full name' column.",DC - Rejection Columns,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1673,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - Landing,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1674,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - RejectionLog,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1675,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.ManagedComponentHost,"Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.;Microsoft Corporation; Microsoft SQL Server; Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;12","Includes and runs custom script code. For example, apply a business rule that limits the range of valid values in an ""income"" column or add values in two columns and calculate the average of the sum.",SC - Derive ErrorColumnDesription and ErrorDescription,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1676,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Attunity.SSISODBCSrc,,ODBC Source,SRC - Data Lake Table,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1677,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",Union All,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
1678,Package\Landing - Data Load\DFT - Load Data From Data Lake into Landing,Microsoft.Pipeline,DFT - Load Data From Data Lake into Landing,Microsoft.UnionAll,Union All;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;1,"Combines rows from multiple data flows without sorting. For example, add rows back to a data flow after correction of errors. If sorting is important, we recommend using the Merge transformation.",UnionAll - All the error records,,DataLakeHRISToBase_PER_QUALIFICATIONS_B0
